%FA,Column diameter(m),Density of Gas (kg/m3),Density of Liquid (kg/m3),Diffusivity (m2/s),Interfacial Area (m2/m3),Liquid height (m),Molecular Weight of gas (kg/kmol),Pressure (kPa),Sparger Encode,Sparger hole diameter (m),Superficial gas velocity (m/s),Surface Tension of Liquid (N/m),Temperature (K),Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Viscosity of Gas (Pa.s),Viscosity of Liquid (Pa.s),Volumetric Mass Transfer Coefficient (1/s),k_L (m/s)
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.059831,0.0222,293,,,,,,1.81E-05,0.000586,0.082618,0.001962177
2.615630231,0.1016,17.3,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.04806,0.029,298,,,,,,1.81E-05,0.026,0.015467,0.000392862
0.05,0.14,1.2,1000,2.50E-09,28.57142857,0.65,28.84,101.3,3,0.0005,0.012410529,0.0723,298,,,,,,1.81E-05,0.000998,0.026299603,0.000920486
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.11011,0.0723,298,,,,,,1.81E-05,0.000998,0.064696,0.00307306
0.099722992,0.095,1.2,1203,1.73E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.036748,0.0381,293,,,,,,1.81E-05,0.002,0.052689,0.001251364
0.099722992,0.095,1.2,863,3.34E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.021531,0.0284,293,,,,,,1.81E-05,0.00063,0.032172,0.000764085
0.099722992,0.095,1.2,789,2.32E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.080002,0.0221,293,,,,,,1.81E-05,0.001189,0.099182,0.002355572
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.17241,0.0723,293,,,,,,1.79E-05,0.001,0.12853,0.01221035
0.177285319,0.19,1.2,1137.4,1.11E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0107424,0.067,298,,,,,,1.81E-05,0.006598,0.00883553,0.000419688
2.56,0.1,18.73,890,3.59E-09,40,0.5,44.01,1000,3,0.008,0.05293785,0.0288,298,,,,,,1.47E-05,0.0138,0.044666667,0.001116667
0.14,0.2,1.22,1000,2.09E-09,20,6.87,28.84,101.3,4,0.001,0.012155,0.073,289,,,,,,1.81E-05,0.0011,0.0099254,0.00049627
0.4975,0.1,1.200548,763,4.11E-09,40,1.22,28.84,101.3,3,0.0005,0.22592,0.027,293,,,,,,1.79E-05,0.0022,0.1452,0.00363
1.265625,0.152,1.2,1015,2.20E-09,26.31578947,1.25,28.84,101.3,2,0.0171,0.065191667,0.073,293,,,,,,1.81E-05,0.0011,0.051994444,0.001975789
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.099309,0.029,298,,,,,,1.83E-05,0.026,0.010312,0.000261925
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.062165,0.0222,293,,,,,,1.67E-05,0.000586,0.084293,0.003160987
0.052930057,0.115,2.34,865,5.03E-09,34.7826087,1.096,28.01,200,3,0.001,0.032,0.0283,293,,,,,,1.75E-05,0.00059,0.0838,0.00240925
0.14,0.2,1.22,1005,1.96E-09,20,6.18,28.84,101.3,4,0.001,0.045959,0.07236,289,,,,,,1.78E-05,0.00115,0.045413,0.00227065
1.69,0.1,1.23,1090,1.59E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.07,289,,,,,,1.78E-05,0.00144,0.06084653,0.001521163
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.0012469,0.0723,293,,,,,,1.79E-05,0.001,0.0040911,0.000153416
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.078618,0.075,293,,,,,,1.81E-05,0.0015,0.094519,0.0037335
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.086878,0.075,293,,,,,,1.81E-05,0.0015,0.1075,0.00424625
0.052930057,0.115,5.761,789.45,2.10E-09,34.7826087,1.096,28.01,500,3,0.001,0.011,0.022564,293,,,,,,1.75E-05,0.00122,0.025809,0.000742009
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.036173,0.0723,293,,,,,,1.79E-05,0.001,0.099644,0.0024911
0.16,0.1,1.19,1000,2.50E-09,40,2,28.84,101.3,2,0.004,0.021329,0.0723,296,,,,,,1.82E-05,0.001,0.024051,0.000601275
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.09996,0.029,298,,,,,,1.83E-05,0.026,0.011029,0.000280137
2.703893607,0.316,3.877063748,862,4.60E-09,12.65822785,2.24,28.01,345.24,8,0.005,0.1,0.0277,300,,,,,,1.66E-05,0.00054,0.38867,0.03070493
0.052930057,0.115,11.48500414,810,1.04E-09,34.7826087,1.096,28.01,1000,3,0.001,0.021,0.0243,293,,,,,,1.75E-05,0.0028,0.042396,0.001218885
0.4975,0.1,1.200548,763,4.11E-09,40,1.22,28.84,101.3,3,0.0005,0.06598,0.027,293,,,,,,1.79E-05,0.0022,0.096797,0.002419925
1.09,0.162,1.2,1000,2.50E-09,24.69135802,1.651902336,28.84,101.3,3,0.00132,0.040097345,0.0723,298,,,,,,1.81E-05,0.001,0.042750712,0.001731404
2.56,0.1,18.73,890,3.59E-09,40,0.5,44.01,1000,3,0.008,0.076920905,0.0288,298,,,,,,1.47E-05,0.0138,0.057431374,0.001435784
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.04,0.213705556,0.073,293,,,,,,1.81E-05,0.0011,0.147127778,0.022069167
2.615630231,0.1016,1.2,883,1.78E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.099111,0.0305,293,,,,,,1.81E-05,0.032,0.010271,0.000260883
0.16,0.1,1.19,997.2,2.70E-09,40,2,28.84,101.3,2,0.004,0.063553,0.07,296,,,,,,1.82E-05,0.000913,0.085226,0.00213065
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.148,0.0723,293,,,,,,1.79E-05,0.001,0.11725,0.01113875
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.13551,0.029,298,,,,,,1.83E-05,0.026,0.012434,0.000315824
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,3.5,28.84,101.3,2,0.04,0.032819444,0.073,293,,,,,,1.81E-05,0.0011,0.052361111,0.007854167
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.10277,0.0723,293,,,,,,1.79E-05,0.001,0.083965,0.013224488
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,3.5,28.84,101.3,2,0.01,0.073219444,0.073,293,,,,,,1.81E-05,0.0011,0.075661111,0.011349167
2.615630231,0.1016,1.2,1000,2.50E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.097839,0.0723,298,,,,,,1.83E-05,0.001,0.049846,0.001266088
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.010767,0.075,293,,,,,,1.81E-05,0.0015,0.012335,0.000487232
2.615630231,0.1016,1.2,883,1.78E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.061624,0.0305,293,,,,,,1.81E-05,0.032,0.0085779,0.000217879
0.075577757,0.1455,1.2,1030,2.26E-09,27.49140893,1.1,28.84,101.3,3,0.004,0.037192,0.071,303,,,,,,1.81E-05,0.0010815,0.039317,0.001430156
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.02,0.213738889,0.073,293,,,,,,1.81E-05,0.0011,0.150436111,0.022565417
7.610959782,0.158,2.37,1086,2.04E-09,25.3164557,1.5,28.84,200,7,0.01,0.068339,0.075,293,,,,,,1.79E-05,0.0015,0.097765,0.003861717
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.18192,0.0723,293,,,,,,1.79E-05,0.001,0.14947,0.00373675
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.013382,0.0286,293,,,,,,1.81E-05,0.000669,0.031283,0.000742971
0.052930057,0.115,9.3,1094,1.72E-09,34.7826087,1.096,28.84,794.5,3,0.001,0.050654,0.07384,298,,,,,,1.83E-05,0.00135,0.15668,0.00450455
0.177285319,0.19,1.2,1178,8.10E-10,21.05263158,1.7,28.84,101.3,7,0.001,0.0876078,0.066,298,,,,,,1.81E-05,0.01368,0.016363,0.000777242
0.052930057,0.115,9.3,1094,1.72E-09,34.7826087,1.096,28.84,794.5,3,0.001,0.030271,0.07384,298,,,,,,1.83E-05,0.00135,0.094362,0.002712907
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.030333,0.0211,293,,,,,,1.81E-05,0.00242,0.03681,0.000874237
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.15291616,0.029,298,,,,,,1.81E-05,0.026,0.028961796,0.00073563
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.34525,0.0723,293,,,,,,1.79E-05,0.001,0.15431,0.01465945
0.4975,0.1,1.200548,795,3.69E-09,40,1.59,28.84,101.3,3,0.0005,0.1195,0.028,293,,,,,,1.83E-05,0.0029,0.06618,0.0016545
0.156,0.162,1.2,1000,2.50E-09,24.69135802,1.27987776,28.84,101.3,3,0.0005,0.29984915,0.0723,298,,,,,,1.81E-05,0.001,0.14529972,0.005884639
7.610959782,0.158,3.56,1086,2.04E-09,25.3164557,1.5,28.84,300,7,0.01,0.067329,0.075,293,,,,,,1.79E-05,0.0015,0.10723,0.004235585
0.052930057,0.115,5.76,865,5.03E-09,34.7826087,1.096,28.01,500,3,0.001,0.011,0.0283,293,,,,,,1.75E-05,0.00059,0.036691,0.001054866
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.19866343,0.029,298,,,,,,1.81E-05,0.026,0.033518933,0.000851381
0.14,0.2,1.22,1000,2.09E-09,20,7.02,28.84,101.3,4,0.001,0.0069035,0.073,289,,,,,,1.81E-05,0.0011,0.0056365,0.000281825
0.075577757,0.1455,1.2,1230,1.06E-09,27.49140893,1.1,28.84,101.3,3,0.004,0.055115,0.071,303,,,,,,1.81E-05,0.0108486,0.012647,0.000460035
7.610959782,0.158,2.37,1086,2.04E-09,25.3164557,1.5,28.84,200,7,0.01,0.083612,0.075,293,,,,,,1.79E-05,0.0015,0.11626,0.00459227
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,1.25,28.84,101.3,2,0.00833,0.065244444,0.073,293,,,,,,1.81E-05,0.0011,0.053611111,0.002037222
2.703893607,0.316,2.246010745,898,3.56E-09,12.65822785,2.24,28.01,200,8,0.005,0.09830533,0.0288,300,,,,,,1.66E-05,0.00072,0.49963665,0.039471295
0.177285319,0.19,1.2,1178,8.10E-10,21.05263158,1.7,28.84,101.3,7,0.001,0.0655876,0.066,298,,,,,,1.81E-05,0.01368,0.0148236,0.000704121
2.615630231,0.1016,1.2,1000,2.50E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.18145,0.0723,298,,,,,,1.83E-05,0.001,0.064923,0.001649044
0.16,0.1,1.19,997.45,2.74E-09,40,2,28.84,101.3,2,0.004,0.0072457,0.06414,296,,,,,,1.82E-05,0.00089,0.0085312,0.00021328
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.01468,0.0723,293,,,,,,1.79E-05,0.001,0.03273,0.00310935
2.56,0.1,0.0895,890,6.04E-09,40,0.5,2.016,1000,3,0.008,0.064915257,0.0288,298,,,,,,8.95E-06,0.0138,0.039921567,0.000998039
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.11545,0.02626,364,,,,,,2.09E-05,0.0039,0.10919,0.002773426
0.993366519,0.301,1.2,1015,2.20E-09,13.28903654,1.12,28.84,101.3,2,0.03,0.0214025,0.073,293,,,,,,1.81E-05,0.0011,0.021074167,0.001585831
0.070644044,0.152,1.2,1015,2.20E-09,26.31578947,1.31,28.84,101.3,2,0.00404,0.039480556,0.073,293,,,,,,1.81E-05,0.0011,0.032769444,0.001245239
0.099722992,0.095,1.2,1113,4.66E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.065895,0.0494,293,,,,,,1.81E-05,0.01994,0.011452,0.000271985
2.703893607,0.316,2.312565151,862,4.90E-09,12.65822785,2.24,28.84,200,8,0.005,0.14529617,0.0277,300,,,,,,1.81E-05,0.00054,0.5009129,0.039572119
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.17376,0.0723,293,,,,,,1.79E-05,0.001,0.14693,0.005509875
0.099722992,0.095,1.2,1113,4.66E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.021623,0.0494,293,,,,,,1.81E-05,0.01994,0.004908,0.000116565
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.042124,0.029,298,,,,,,1.83E-05,0.026,0.0073684,0.000187157
0.81,0.1,1.2,998,2.20E-09,40,1.3,28.84,101.3,2,0.009,0.33012,0.0723,295,,,,,,1.81E-05,0.000961,0.1492,0.00373
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.065436,0.029,298,,,,,,1.81E-05,0.026,0.026374,0.0006699
0.052930057,0.115,2.34,865,5.03E-09,34.7826087,1.096,28.01,200,3,0.001,0.053,0.0283,293,,,,,,1.75E-05,0.00059,0.139,0.00399625
0.099722992,0.095,1.2,784,4.85E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.0087391,0.0231,293,,,,,,1.81E-05,0.000327,0.022958,0.000545252
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.051876,0.0723,293,,,,,,1.79E-05,0.001,0.1069,0.00400875
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.26879,0.028,293,,,,,,1.79E-05,0.075,0.019874,0.00188803
1.09,0.162,1.2,1000,2.50E-09,24.69135802,1.71887184,28.84,101.3,3,0.00132,0.01874922,0.0723,298,,,,,,1.81E-05,0.001,0.026278261,0.00106427
1.69,0.1,1.17,1130,2.30E-09,40,1.3,28.84,101.3,2,0.013,0.043155,0.0759,302,,,,,,1.85E-05,0.000895,0.038807,0.000970175
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.22556501,0.029,298,,,,,,1.83E-05,0.026,0.018192565,0.000462091
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.17437,0.02626,364,,,,,,2.09E-05,0.0039,0.13566,0.003445764
0.14,0.2,1.22,1005,1.96E-09,20,6.97,28.84,101.3,4,0.001,0.0052109,0.07236,289,,,,,,1.78E-05,0.00115,0.0074874,0.00037437
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.1818955,0.029,298,,,,,,1.81E-05,0.026,0.041973617,0.00106613
0.099722992,0.095,1.2,867,3.22E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.044558,0.0286,293,,,,,,1.81E-05,0.000669,0.073796,0.001752655
0.099722992,0.095,1.2,784,4.85E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.082192,0.0231,293,,,,,,1.81E-05,0.000327,0.10014,0.002378325
0.052930057,0.115,2.34,810,1.04E-09,34.7826087,1.096,28.01,200,3,0.001,0.157,0.0243,293,,,,,,1.75E-05,0.0028,0.20153,0.005793987
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.01,0.025641389,0.073,293,,,,,,1.81E-05,0.0011,0.037205556,0.005580833
0.4975,0.1,1.200548,795,3.69E-09,40,1.59,28.84,101.3,3,0.0005,0.26106,0.028,293,,,,,,1.83E-05,0.0029,0.08906,0.0022265
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.01189,0.0723,293,,,,,,1.79E-05,0.001,0.026081,0.002477695
0.052930057,0.115,1.15,865,5.03E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.053,0.0283,293,,,,,,1.75E-05,0.00059,0.11194,0.003218275
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.025203,0.0222,293,,,,,,1.81E-05,0.000586,0.050716,0.001204505
0.052930057,0.115,1.15,810,1.04E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.053,0.0243,293,,,,,,1.75E-05,0.0028,0.05891,0.001693662
2.703893607,0.316,7.36,862,4.60E-09,12.65822785,2.24,28.01,655.36755,8,0.005,0.07,0.0277,300,,,,,,1.66E-05,0.00054,0.36918,0.02916522
2.56,0.1,18.73,890,3.59E-09,40,0.5,44.01,1000,3,0.008,0.034844632,0.0288,298,,,,,,1.47E-05,0.0138,0.037196077,0.000929902
0.052930057,0.115,8.072,789.45,2.10E-09,34.7826087,1.096,28.01,700,3,0.001,0.032,0.022564,293,,,,,,1.75E-05,0.00122,0.092,0.002645
0.070644044,0.152,1.2,1015,2.20E-09,26.31578947,1.42,28.84,101.3,2,0.00404,0.007558333,0.073,293,,,,,,1.81E-05,0.0011,0.005928889,0.000225298
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.023466,0.0723,293,,,,,,1.79E-05,0.001,0.048081,0.004567695
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.080542,0.0222,293,,,,,,1.67E-05,0.000586,0.092668,0.00347505
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.05161604,0.029,298,,,,,,1.81E-05,0.026,0.02303752,0.000585153
0.111111111,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.02,0.032222222,0.073,293,,,,,,1.81E-05,0.0011,0.039722222,0.005958333
0.16,0.1,1.19,996.602,2.71E-09,40,2,28.84,101.3,2,0.004,0.070399,0.0711,296,,,,,,1.82E-05,0.000908,0.087215,0.002180375
0.16,0.1,1.19,996.25,2.71E-09,40,2,28.84,101.3,2,0.004,0.007249,0.071125,296,,,,,,1.82E-05,0.000908,0.0066082,0.000165205
0.993366519,0.301,1.2,1015,2.20E-09,13.28903654,1.7,28.84,101.3,2,0.03,0.036375,0.073,293,,,,,,1.81E-05,0.0011,0.042633333,0.003208158
0.052930057,0.115,2.34,865,5.03E-09,34.7826087,1.096,28.01,200,3,0.001,0.074,0.0283,293,,,,,,1.75E-05,0.00059,0.19733,0.005673237
0.156,0.162,1.2,1000,2.50E-09,24.69135802,1.18915776,28.84,101.3,3,0.0005,0.44942653,0.0723,298,,,,,,1.81E-05,0.001,0.18027158,0.007300999
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.20524,0.0723,293,,,,,,1.79E-05,0.001,0.1301,0.00487875
0.223214286,0.14,1.180052226,997,2.52E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.03413736,0.0556,298,,,,,,1.81E-05,0.000884,0.028814655,0.001008513
0.241763336,0.301,1.2,1015,2.20E-09,13.28903654,1.85,28.84,101.3,2,0.0148,0.009547778,0.073,293,,,,,,1.81E-05,0.0011,0.005808333,0.000437077
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,2.6827972,28.84,101.3,3,0.0023,0.04,0.0222,293,,,,,,1.67E-05,0.000586,0.04717008,0.001768878
0.052930057,0.115,11.48500414,810,1.04E-09,34.7826087,1.096,28.01,1000,3,0.001,0.032,0.0243,293,,,,,,1.75E-05,0.0028,0.067967,0.001954051
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.060782,0.029,298,,,,,,1.83E-05,0.026,0.0077903,0.000197874
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.11437,0.029,298,,,,,,1.83E-05,0.026,0.010312,0.000261925
0.16,0.1,1.19,996.25,2.71E-09,40,2,28.84,101.3,2,0.004,0.035267,0.071125,296,,,,,,1.82E-05,0.000908,0.044185,0.001104625
0.164577778,0.15,1.18,865,4.38E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.16781181,0.0283,293,,,,,,1.72E-05,0.000585,0.124346286,0.004662986
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.19772,0.029,298,,,,,,1.81E-05,0.026,0.054731,0.001390167
0.476108033,0.38,1.200548,1000,2.11E-09,10.52631579,1.6,28.84,101.3,3,0.0005,0.12981,0.0723,293,,,,,,1.79E-05,0.001,0.12234,0.0116223
0.16,0.1,1.19,996.602,2.71E-09,40,2,28.84,101.3,2,0.004,0.021323,0.0711,296,,,,,,1.82E-05,0.000908,0.027128,0.0006782
2.703893607,0.316,2.246010745,898,3.56E-09,12.65822785,2.24,28.01,200,8,0.005,0.09571274,0.0288,300,,,,,,1.66E-05,0.00072,0.49971348,0.039477365
0.177285319,0.19,1.2,1070,1.80E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.065623,0.069,298,,,,,,1.81E-05,0.004365,0.0370262,0.001758744
0.14,0.2,1.22,1005,1.96E-09,20,6.15,28.84,101.3,4,0.001,0.055893,0.07236,289,,,,,,1.78E-05,0.00115,0.048845,0.00244225
0.099722992,0.095,1.2,1203,1.73E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.023015,0.0381,293,,,,,,1.81E-05,0.002,0.033835,0.000803581
0.099722992,0.095,1.2,1091,7.04E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.014478,0.05304,293,,,,,,1.81E-05,0.00965,0.005726,0.000135992
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,1.41,28.84,101.3,2,0.00833,0.010655833,0.073,293,,,,,,1.81E-05,0.0011,0.007283611,0.000276777
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.023620899,0.029,298,,,,,,1.81E-05,0.026,0.01646565,0.000418228
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.078007293,0.029,298,,,,,,1.81E-05,0.026,0.018348467,0.000466051
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.060749,0.029,298,,,,,,1.83E-05,0.026,0.0089888,0.000228316
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.33981,0.029,298,,,,,,1.83E-05,0.026,0.024345,0.000618363
2.615630231,0.1016,9.41,883,1.78E-10,39.37007874,0.7112,28.84,790,3,0.0015,0.083339,0.0305,293,,,,,,1.79E-05,0.032,0.015914,0.000404216
0.14,0.2,1.22,1006.6875,1.96E-09,20,6.09,28.84,101.3,4,0.001,0.057535,0.0712562,289,,,,,,1.78E-05,0.00115,0.053514,0.0026757
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.13459,0.02626,364,,,,,,2.09E-05,0.0039,0.10588,0.002689352
1.69,0.1,1.22,1021.6,1.90E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0736,290,,,,,,1.79E-05,0.00103,0.0588,0.00147
0.052930057,0.115,9.3,1094,1.72E-09,34.7826087,1.096,28.84,794.5,3,0.001,0.080312,0.07384,298,,,,,,1.83E-05,0.00135,0.27418,0.007882675
2.703893607,0.316,9.05,862,4.60E-09,12.65822785,2.24,28.01,805.04113,8,0.005,0.07,0.0277,300,,,,,,1.66E-05,0.00054,0.4175862,0.03298931
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.1918,0.0723,293,,,,,,1.79E-05,0.001,0.12088,0.0190386
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,3.0561512,28.84,101.3,3,0.0023,0.16,0.0222,293,,,,,,1.67E-05,0.000586,0.09770984,0.003664119
1.69,0.1,1.22,1090,1.89E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0746,290,,,,,,1.79E-05,0.001,0.066639,0.001665975
2.615630231,0.1016,17.59,883,1.78E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.067222,0.0305,293,,,,,,1.79E-05,0.032,0.014447,0.000366954
0.099722992,0.095,1.2,784,4.85E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.027305,0.0231,293,,,,,,1.81E-05,0.000327,0.053846,0.001278842
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.1707,0.028,293,,,,,,1.79E-05,0.075,0.01459,0.00138605
0.052930057,0.115,2.34,865,5.03E-09,34.7826087,1.096,28.01,200,3,0.001,0.157,0.0283,293,,,,,,1.75E-05,0.00059,0.30079,0.008647712
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.026068,0.0723,293,,,,,,1.79E-05,0.001,0.070576,0.0026466
2.703893607,0.316,2.312565151,862,4.90E-09,12.65822785,2.24,28.84,200,8,0.005,0.14773037,0.0277,300,,,,,,1.81E-05,0.00054,0.5484187,0.043325077
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.05224,0.02626,364,,,,,,2.09E-05,0.0039,0.06011,0.001526794
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.10993925,0.029,298,,,,,,1.81E-05,0.026,0.033063218,0.000839806
2.615630231,0.1016,17.59,883,1.78E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.23277,0.0305,293,,,,,,1.79E-05,0.032,0.036005,0.000914527
0.052930057,0.115,2.34,810,1.04E-09,34.7826087,1.096,28.01,200,3,0.001,0.011,0.0243,293,,,,,,1.75E-05,0.0028,0.016262,0.000467532
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.0059,0.0723,293,,,,,,1.79E-05,0.001,0.018917,0.000709387
0.052930057,0.115,1.15,865,5.03E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.021,0.0283,293,,,,,,1.75E-05,0.00059,0.050276,0.001445435
1.69,0.1,1.17,1068.635,2.30E-09,40,1.3,28.84,101.3,2,0.013,0.36911,0.07358,302,,,,,,1.85E-05,0.0008514,0.17454,0.0043635
2.56,0.1,18.73,890,3.59E-09,40,0.5,44.01,1000,3,0.008,0.08891243,0.0288,298,,,,,,1.47E-05,0.0138,0.06443137,0.001610784
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.018036,0.0723,293,,,,,,1.79E-05,0.001,0.05694,0.0014235
2.703893607,0.316,2.246010745,900,3.10E-09,12.65822785,2.24,28.01,200,8,0.005,0.10903833,0.0289,300,,,,,,1.66E-05,0.00083,0.41201732,0.032549368
0.16,0.1,1.19,1000,2.50E-09,40,2,28.84,101.3,2,0.004,0.070435,0.0723,296,,,,,,1.82E-05,0.001,0.065677,0.001641925
